,0,1,2,3,4,5,6,7,8,9,10,11,12
0,Am,0.5442871093236936,0.15001510033222937,0.06287203656654515,0.2917047979053623,0.578690312535106,0.16543333295420437,0.07332633560088402,0.08955419631964182,0.13948360847171207,0.31402649834102386,0.4573312466239144,0.5464809711821779
1,Am,0.4779379858003225,0.15953979895985806,0.07812412455195436,0.21711792360624502,0.7571026562023039,0.23577240066979216,0.07010398915524889,0.20664407165933382,0.2709795243101957,0.5137157783568523,0.44465258933719576,0.7061673116730285
2,Am,0.2979196958665924,0.11769316161941425,0.04719249519239652,0.23527487527046884,0.9130520968528216,0.2696108835487824,0.07930503009355126,0.30235152297740425,0.21657258997042778,0.34656912248049465,0.2350253674885249,0.29196636502176815
3,Am,0.34330995322248553,0.1273236510565823,0.04930589908680883,0.2143617929128322,0.8836448446611048,0.23482276967345433,0.08647461826647657,0.29937978412285254,0.2356928981951597,0.43094298757197713,0.2842061681035964,0.35915427134550837
4,Am,0.4161647775934802,0.251907682695633,0.2658597004108338,0.15362617222385275,0.8199633386606971,0.7383965478589137,0.0830504667479545,0.09981572693213821,0.18076121231489298,0.3945680887179656,0.42930810562231475,0.3539646396620406
5,Am,0.08609118242748082,0.14818053739010423,0.08248413677151868,0.20355096315506144,0.734693973608639,0.3814272642351579,0.06697456635723727,0.08042186192216595,0.16459195344992306,0.4618619428920573,0.26943452607138435,0.11051251482677417
6,Am,0.43979257224081775,0.18332087136621544,0.10711395644624098,0.2727217034533106,0.8697380861038058,0.2893430193876985,0.06681749023717319,0.2114425398446069,0.27146423251248825,0.5565131504726344,0.38816529207775746,0.4723457778836119
7,Am,0.5991412692335474,0.14458781327981846,0.039341421725478866,0.26561333768132356,0.6661554365066671,0.14393747649586,0.04855490010231733,0.08766201214215272,0.17783999860975422,0.40494939482950865,0.3237651845581141,0.3971487781690324
8,Am,0.48705713866629463,0.14243940358918503,0.0867317030093844,0.34252010105888625,0.6265900480214525,0.25301228486145466,0.09081917544511925,0.09121606279342269,0.1721039570481089,0.3476067430065306,0.5036343846848046,0.6733739706485168
9,Am,0.3193774938583374,0.14032526444643736,0.07008043724215693,0.21662863509522545,0.9318882048957877,0.24859707502441275,0.046776094867123495,0.12781467714036504,0.14719343846728508,0.287501662524624,0.18684436885846986,0.23607343487027618
10,Am,0.35341094963112846,0.11994530381890946,0.020807845525443555,0.2734100765883923,0.8370802068710327,0.19414624482393264,0.018293147014454007,0.03226233335537836,0.146134116304107,0.23434810879826545,0.14171888748556374,0.23931583783775567
11,Am,0.49249849101445947,0.23522094389414552,0.30653141183879573,0.1881904349309103,0.6460084009530216,0.5495357967068997,0.10857147400455522,0.1503773311134703,0.2900371165794729,0.6875984043805067,0.6925145111372465,0.5320401596355027
12,Am,0.6357107759487135,0.257297876271675,0.23427611129319806,0.14687480744688622,0.5953412305544387,0.5219084366847196,0.10644044940374367,0.1700898197146586,0.34502243544964284,0.7663287255391864,0.7549934144001551,0.7083369916584825
13,Am,0.19354330067419342,0.07953377857597338,0.03616519301301903,0.21216555560628572,0.9264499139868551,0.24531048532161448,0.06000080604183798,0.17555602955528432,0.13010100586753753,0.21437274563488448,0.13737745813818442,0.1416598186103834
14,Am,0.18153870346236833,0.09225423360746432,0.05327205482147288,0.18551647564875678,0.9010266147648232,0.2150148530078085,0.03385135064830901,0.11119740061709492,0.07906114669734778,0.12142025284716694,0.07239849966624555,0.06695613544827272
15,Am,0.2001538139223487,0.09172612678602249,0.06295286826016666,0.2730383240377864,0.6076865104478519,0.14657882446276765,0.08616237270881678,0.1178829539160541,0.16073024812496092,0.2783659848066323,0.4321986069418815,0.33061173286565526
16,Am,0.22089976235768016,0.13180625015556127,0.043109137467488796,0.14099978997695203,0.5013153903490427,0.2779480996446646,0.06063842613782201,0.0713156862564537,0.2807578473180837,0.6374261480356965,0.3927195433299152,0.19265086030853645
17,Am,0.18485482996734587,0.2606631234288216,0.0995717178652252,0.1744717852792878,0.6763595424808454,0.3571718152774417,0.058528294263110646,0.0967921071510384,0.2366618239523276,0.4375504724789357,0.29648749657731127,0.19844495822824
18,Am,0.15252844946108002,0.19318525199440942,0.055656535200018814,0.0490998619897426,0.13578003688674906,0.06018934599056408,0.03713149677530147,0.1311311671051426,0.10210115041421808,0.13942424670077752,0.07165763549290706,0.0612005850651126
